uID,link, desig, details, org, loc, exp, keyskills, descl, salary 
64,https://www.naukri.com/job-listings-Assistant-Professor-Information-Technology-Engineering-Baba-Ghulam-Shah-Badshah-University-Jammu-1-to-1-years-130517900506?src=jobsearchDesk&sid=1495773944765&xp=14,Assistant Professor - Information Technology & Engineering,Assistant Professor - Information Technology & Engineering,Baba Ghulam Shah Badshah University,Jammu,,,,Pay scale: PB Rs. 15600-39100 + Grade Pay Rs. 6000/-
65,https://www.naukri.com/job-listings-Service-Desk-Analyst-Camp-Dresser-Mckee-India-Private-Limited-Bengaluru-Dinnur-1-to-4-years-220517000834?src=jobsearchDesk&sid=1495773944765&xp=15,Service Desk Analyst,Service Desk Analyst,Camp Dresser & Mckee India Private Limited,Bengaluru(Dinnur),1-4 yrs,IT Service Helpdesk * Troubleshooting...,,Not disclosed
66,https://www.naukri.com/job-listings-IT-Executive-Asstt-Manager-IT-Wires-Fabriks-S-A-Ltd-Kolkata-5-to-7-years-130517001936?src=jobsearchDesk&sid=1495773944765&xp=16,IT Executive / Asstt. Manager- IT,IT Executive / Asstt. Manager- IT,Wires & Fabriks (S.A.) Ltd.,Kolkata,5-7 yrs,Hardware Networking LAN WAN IT Infrastructure Management...,Is responsible for all information technology infrastructure and shared services including all data ...,Not disclosed
67,https://www.naukri.com/job-listings-Vice-President-Information-Technology-Shrishti-Consultants-Bengaluru-Chennai-10-to-20-years-010517000552?src=jobsearchDesk&sid=1495773944765&xp=17,Vice President  Information Technology,Vice President  Information Technology,Shrishti Consultants,Bengaluru Chennai,10-20 yrs,VP IT Information Technology software it it department,,2000000 - 3500000 P.A.
68,https://www.naukri.com/job-listings-Sr-Manager-dgm-IT-Digital-N-K-Consultants-Mumbai-15-to-20-years-250517002116?src=jobsearchDesk&sid=1495773944765&xp=18,Sr. Manager/dgm IT Digital,Sr. Manager/dgm IT Digital,N K Consultants,Mumbai,15-20 yrs,it  information technology man    information technology,,Not disclosed
69,https://www.naukri.com/job-listings-Information-Security-Professional-Manager-Premium-Jobs-Mumbai-5-to-10-years-240517901303?src=jobsearchDesk&sid=1495773944765&xp=19,Information Security Professional/ Manager,Information Security Professional/ Manager,Premium-Jobs,Mumbai,5-10 yrs,Information Security Consulting Cism Cissp Cisa ISMS Compliance...,- 4-10 years of experience as an Information Security Specialist Information Security Consultant &amp; ...,Not disclosed
70,https://www.naukri.com/job-listings-Required-Information-Technology-Marketing-Manager-NSS-Enterprises-Delhi-NCR-Badarpur-1-to-5-years-100517005408?src=jobsearchDesk&sid=1495773944765&xp=20,Required Information Technology Cum Marketing Manager,Required Information Technology Cum Marketing Manager,NSS Enterprises,Delhi NCR(Badarpur),1-5 yrs,Information Technology software computer science computers...,,Not disclosed
71,https://www.naukri.com/job-listings-HCL-Walk-in-for-Fresher-at-Gurgaon-25may-Noida-27-May-HCL-Training-and-Staffing-Services-Pvt-Ltd-Delhi-NCR-0-to-1-years-230517004023?src=jobsearchDesk&sid=1495773944765&xp=21,HCL Walk in for Fresher at Gurgaon (25may) & Noida (27 May),HCL Walk in for Fresher at Gurgaon (25may) & Noida (27 May),HCL Training and Staffing Services Pvt Ltd,Delhi NCR,0-1 yrs,B Tech M Tech Electrical Electronics Computer Science MCA Fresher...,  Date of Walk in: 25th May (Gurugram) &amp; 27th May (Noida)     Online ...,250000 P.A.
72,https://www.naukri.com/job-listings-Oracle-Opportunities-for-Freshers-Fusion-Practices-Technologies-Pvt-Ltd-Navi-Mumbai-0-to-3-years-200517000678?src=jobsearchDesk&sid=1495773944765&xp=22,Oracle Opportunities for Freshers,Oracle Opportunities for Freshers,Fusion Practices Technologies Pvt. Ltd.,Navi Mumbai,0-3 yrs,fresher IT information technology computer science, Fusion Practices Pvt Ltd is an Oracle Gold Partner and leaders in Oracle Fusion Cloud technology. ...,Not disclosed
73,https://www.naukri.com/job-listings-HCL-Technologies-Fresher-Walk-In-Gurgaon-23rd-May-2017-tuesday-HCL-Training-and-Staffing-Services-Pvt-Ltd-Noida-Bengaluru-0-to-1-years-190517001513?src=jobsearchDesk&sid=1495773944765&xp=23,HCL Technologies Fresher Walk In @ Gurgaon - 23rd May 2017 (tuesday),HCL Technologies Fresher Walk In @ Gurgaon - 23rd May 2017 (tuesday),HCL Training and Staffing Services Pvt Ltd,Noida Bengaluru,0-1 yrs,Fresher computer science IT information technology civil engineering...,***Only Walk In candidates will be considered. It's a free walk in (no registration required) so anyone ...,250000 P.A.
74,https://www.naukri.com/job-listings-CIO-chief-Information-Officer-Hexagon-Nutrition-Pvt-Ltd-Chennai-10-to-20-years-120517002297?src=jobsearchDesk&sid=1495773944765&xp=24,CIO (chief Information Officer),CIO (chief Information Officer),Hexagon Nutrition Pvt. Ltd.,Chennai,10-20 yrs,IT Customer Experience Information Technology,Dear Candidate     We are acquiring talents for  Chief Information ...,Not disclosed
75,https://www.naukri.com/job-listings-HCL-Technologies-Fresher-Walk-In-Chennai-on-18th-19th-May-2017-HCL-Technologies-Limited-Bengaluru-Chennai-0-to-0-years-160517002277?src=jobsearchDesk&sid=1495773944765&xp=25,HCL Technologies Fresher Walk In@ Chennai on 18th & 19th May 2017,HCL Technologies Fresher Walk In@ Chennai on 18th & 19th May 2017,HCL Technologies Limited,Bengaluru Chennai,0-0 yrs,B Tech M Tech MCA Fresher development testing SAP Oracle Networking...,  ***Only Walk In candidates will be considered. It's a free walk in (open campus- no ...,250000 P.A. To be increased upto 45% upon probation c...
76,https://www.naukri.com/job-listings-HCL-Technologies-Fresher-Walk-In-Hyderabad-17th-18th-May-2017-HCL-Technologies-Limited-Chennai-Hyderabad-Bengaluru-0-to-0-years-130517000349?src=jobsearchDesk&sid=1495773944765&xp=26,HCL Technologies Fresher Walk In @ Hyderabad- 17th & 18th May 2017,HCL Technologies Fresher Walk In @ Hyderabad- 17th & 18th May 2017,HCL Technologies Limited,Chennai Hyderabad Bengaluru,0-0 yrs,B Tech M Tech MCA Fresher development testing SAP Oracle Networking...,  ***Only Walk In candidates will be considered. It's a free walk in (no registration ...,250000 P.A. Earn upto 6.80 lacs over and above your g...
77,https://www.naukri.com/job-listings-HCL-Technologies-Fresher-Walk-In-Noida-20th-May-2017-HCL-Technologies-Limited-Delhi-NCR-Noida-0-to-0-years-100517003423?src=jobsearchDesk&sid=1495773944765&xp=27,HCL Technologies Fresher Walk In @ Noida - 20th May 2017,HCL Technologies Fresher Walk In @ Noida - 20th May 2017,HCL Technologies Limited,Delhi NCR Noida,0-0 yrs,B Tech M Tech MCA Fresher development testing SAP Oracle Networking...,  ***Only Walk In candidates will be considered. It's a free walk in (no registration ...,250000 P.A.
78,https://www.naukri.com/job-listings-IT-Manager-Micro-Plastics-Pvt-Ltd-Bengaluru-10-to-15-years-170417005044?src=jobsearchDesk&sid=1495773944765&xp=28,IT Manager,IT Manager,Micro Plastics Pvt Ltd,Bengaluru,10-15 yrs,IT Management information technology management SAP erp,Candidates with 12-15 Years of Experience in IT with SAP background. Proficent in handling PC's  ...,1000000 - 1200000 P.A.
79,https://www.naukri.com/job-listings-Assistant-Professor-Computer-Science-Information-Technology-Indian-Institute-of-Technology-Bombay-Mumbai-3-to-5-years-170217901166?src=jobsearchDesk&sid=1495773944765&xp=29,Assistant Professor - Computer Science & Information Technology,Assistant Professor - Computer Science & Information Technology,Indian Institute of Technology Bombay,Mumbai,3-5 yrs,,,Pay Scale: PBÂ¬3 (Rs.15600Â¬39100) with Academic Gr...
80,https://www.naukri.com/job-listings-Assistant-Professor-Contract-Computer-Science-Information-Technology-Indian-Institute-of-Information-Technology-Allahabad-Allahabad-1-to-1-years-120417900938?src=jobsearchDesk&sid=1495773944765&xp=30,Assistant Professor (Contract) - Computer Science & Information Technology,Assistant Professor (Contract) - Computer Science & Information Technology,Indian Institute of Information Technology Allahabad,Allahabad,,,,Rs.15600-39100 (PB-3) with Grade Pay of Rs. 6000/- + ...
81,https://www.naukri.com/job-listings-Assistant-Professor-Computer-Science-Information-Technology-Indian-Institute-of-Information-Technology-Allahabad-Allahabad-1-to-1-years-120417900915?src=jobsearchDesk&sid=1495773944765&xp=31,Assistant Professor - Computer Science & Information Technology,Assistant Professor - Computer Science & Information Technology,Indian Institute of Information Technology Allahabad,Allahabad,,,,Rs.15600-39100 (PB-3) with Grade Pay of Rs. 8000
82,https://www.naukri.com/job-listings-IT-Field-Engineer-doha-Zolon-Tech-Ltd-Doha-10-to-12-years-220517004383?src=jobsearchDesk&sid=1495773944765&xp=32,IT Field Engineer ,IT Field Engineer ,Zolon Tech Ltd,Doha,10-12 yrs,IT Field Engineer software field engineer...,Dear Candidate     Greetings from Zolontech!!!     We are ...,Not disclosed
83,https://www.naukri.com/job-listings-IT-Executive-at-Bangalore-Source-IT-Bengaluru-4-to-8-years-220517008089?src=jobsearchDesk&sid=1495773944765&xp=33,IT Executive at Bangalore,IT Executive at Bangalore,Source IT,Bengaluru,4-8 yrs,IT Budgeting Information Technology Software Implementation IT Executive...,,200000 - 225000 P.A.
84,https://www.naukri.com/job-listings-Head-IT-oracle-chemical-Company-in-Delhi-Ncr-dharm-INNOVATION-TRIGGERS-MGMT-PRIVATE-LIMITED-Delhi-NCR-15-to-24-years-290417000351?src=jobsearchDesk&sid=1495773944765&xp=34,Head IT (oracle)-chemical Company in Delhi Ncr-dharm,Head IT (oracle)-chemical Company in Delhi Ncr-dharm,INNOVATION TRIGGERS MGMT PRIVATE LIMITED,Delhi NCR,15-24 yrs,IT Project Management IT Service Delivery IT Governance IT Projects...,Hi  Please Fill the Required Details Which Is Mentioned Below: &amp; send along with your ...,Not disclosed
85,https://www.naukri.com/job-listings-Sr-IT-Executive-Travel-Company-Integrated-Conferences-Events-Pvt-Ltd-Gurgaon-1-to-3-years-280317006420?src=jobsearchDesk&sid=1495773944765&xp=35,Sr. IT Executive @ Travel Company,Sr. IT Executive @ Travel Company,Integrated Conferences & Events Pvt. Ltd.,Gurgaon,1-3 yrs,IT Software Neworking web development Hardware & software...,,175000 - 225000 P.A.
86,https://www.naukri.com/job-listings-Director-Global-IT-IEEE-Bengaluru-10-to-15-years-170517008296?src=jobsearchDesk&sid=1495773944765&xp=36,Director Global IT,Director Global IT,IEEE,Bengaluru,10-15 yrs,IT Project Management Project Execution Cio Technology Solutions...,  If it impacts technology IEEE has it covered. We publish technical journals organize ...,Not disclosed
87,https://www.naukri.com/job-listings-Deputy-CIO-International-possible-Relocation-Key-Media-Bengaluru-8-to-12-years-120517002918?src=jobsearchDesk&sid=1495773944765&xp=37,Deputy CIO - International (possible Relocation),Deputy CIO - International (possible Relocation),Key Media,Bengaluru,8-12 yrs,Networking IT Infrastructure Management Network Infrastructure...,We're looking for a smart and enthusiastic senior IT professional for this excellent role. This is a ...,Not disclosed
88,https://www.naukri.com/job-listings-Chief-Information-Officer-BFSI-GlobalHunt-India-Pvt-Ltd-Anywhere-inindia-14-to-20-years-230517003492?src=jobsearchDesk&sid=1495773944765&xp=38,Chief Information Officer - BFSI,Chief Information Officer - BFSI,GlobalHunt India Pvt. Ltd.,Anywhere inindia,14-20 yrs,Information Technology Information technology developments...,  Responsibilities :   - Responsible for the entire organization's Information ...,Not disclosed
89,https://www.naukri.com/job-listings-HCL-Technologies-Fresher-Walk-In-Noida-on-25th-May-2017-thursday-HCL-Training-and-Staffing-Services-Pvt-Ltd-Delhi-NCR-0-to-1-years-220517004513?src=jobsearchDesk&sid=1495773944765&xp=39,HCL Technologies Fresher Walk In @ Noida on 25th May 2017 (thursday),HCL Technologies Fresher Walk In @ Noida on 25th May 2017 (thursday),HCL Training and Staffing Services Pvt Ltd,Delhi NCR,0-1 yrs,B Tech M Tech Electrical Electronics Computer Science MCA Fresher...,**Direct Walk In candidates will be considered. It's a free walk in (no registration required) so anyone ...,250000 P.A.
90,https://www.naukri.com/job-listings-Associate-Professor-Computer-Science-Engineering-Information-Technology-Indian-Institute-of-Information-Technology-Una-Saloh-Una-6-to-11-years-110517901663?src=jobsearchDesk&sid=1495773944765&xp=40,Associate Professor - Computer Science & Engineering/Information Technology,Associate Professor - Computer Science & Engineering/Information Technology,Indian Institute of Information Technology Una (Saloh),Una,6-11 yrs,,,Pay Scale: PB-4 of Rs. 37400-67000 with AGP of Rs. 950...
91,https://www.naukri.com/job-listings-Professor-Computer-Science-Engineering-Information-Technology-Indian-Institute-of-Information-Technology-Una-Saloh-Una-10-to-15-years-110517901661?src=jobsearchDesk&sid=1495773944765&xp=41,Professor - Computer Science & Engineering/Information Technology,Professor - Computer Science & Engineering/Information Technology,Indian Institute of Information Technology Una (Saloh),Una,10-15 yrs,,,Pay Scale: PB-4 of Rs. 37400-67000 with AGP of Rs.10500...
92,https://www.naukri.com/job-listings-Business-Development-Sales-Accounts-india-Bravvura-Delhi-NCR-Gurgaon-8-to-12-years-170517005916?src=jobsearchDesk&sid=1495773944765&xp=42,Business Development - Sales & Accounts -india,Business Development - Sales & Accounts -india,Bravvura,Delhi NCR Gurgaon,8-12 yrs,program manager product head Technology Consulting technical architect..., Role : Business Development - Sales &amp; Accounts -India    WHO WE ARE ...,1000000 - 1600000 P.A.
93,https://www.naukri.com/job-listings-Senior-Associate-Information-System-Risk-Assessment-Pune-Western-Union-Pune-4-to-5-years-260517900009?src=jobsearchDesk&sid=1495773944765&xp=43,Senior Associate Information System Risk Assessment Pune,Senior Associate Information System Risk Assessment Pune,Western Union,Pune,4-5 yrs,...,  The Opportunity: Senior Associate Information System Risk Assessment ...,Not disclosed
94,https://www.naukri.com/job-listings-AGM-GM-IT-Leading-Company-Mumbai-Hector-and-Streak-Consulting-Pvt-Ltd-Mumbai-12-to-18-years-160517001016?src=jobsearchDesk&sid=1495773944765&xp=44,AGM / GM IT   - Leading Company - Mumbai,AGM / GM IT   - Leading Company - Mumbai,Hector and Streak Consulting Pvt Ltd,Mumbai,12-18 yrs,Networking WAN LAN IT Budgeting GM IT IT Infrastructure...,"Responsible for Information Technology function as Process Owner.   	Is responsible for ...",Not disclosed
95,https://www.naukri.com/job-listings-Assistant-Professors-Information-Technology-and-Systems-Indian-Institute-of-Management-Lucknow-Lucknow-3-to-6-years-280417901114?src=jobsearchDesk&sid=1495773944765&xp=45,Assistant Professors - Information Technology and Systems,Assistant Professors - Information Technology and Systems,Indian Institute of Management Lucknow,Lucknow,3-6 yrs,,,Pay Scale : PB-3 (15600-39100) AGP Rs. 8000
96,https://www.naukri.com/job-listings-Assistant-Professor-Information-Technology-Rajkiya-Engineering-College-Bijnor-Bijnor-1-to-1-years-080517900645?src=jobsearchDesk&sid=1495773944765&xp=46,Assistant Professor - Information Technology,Assistant Professor - Information Technology,Rajkiya Engineering College Bijnor,Bijnor,,,,Not disclosed
97,https://www.naukri.com/job-listings-IT-Engineers-ENARCH-Consultants-Pvt-Ltd-Noida-5-to-8-years-230517900419?src=jobsearchDesk&sid=1495773944765&xp=47,IT Engineers,IT Engineers,ENARCH Consultants Pvt. Ltd.,Noida,5-8 yrs,Information Technology IT IT Engineer,Education Qualification : Degree in Information Technology/Computer Sciences/ equivalent ...,Not disclosed
98,https://www.naukri.com/job-listings-IT-Security-Specialist-Freelancer-Sameer-Godbole-Mumbai-10-to-15-years-160517007030?src=jobsearchDesk&sid=1495773944765&xp=48,IT Security Specialist,IT Security Specialist,Freelancer - Sameer Godbole,Mumbai,10-15 yrs,IT Security Information Technology Information Security,,Not disclosed
99,https://www.naukri.com/job-listings-IT-Engineer-Aristocrat-Technologies-India-Pvt-ltd-Noida-3-to-6-years-110517900858?src=jobsearchDesk&sid=1495773944765&xp=49,IT Engineer,IT Engineer,Aristocrat Technologies India Pvt. ltd.,Noida,3-6 yrs,Customer service Technical support Service Email Ticketing...,Role Purpose     The IT Service Delivery Engineers are responsible for providing a professional ...,Not disclosed
100,https://www.naukri.com/job-listings-Software-Support-Engineer-Netpro-Infotech-Mumbai-Mumbai-Suburbs-0-to-0-years-220517000370?src=jobsearchDesk&sid=1495773944765&xp=50,Software Support Engineer,Software Support Engineer,Netpro Infotech,Mumbai Mumbai Suburbs,0-0 yrs,IT fresher it trainee it fresher  information technology trainee,,175000 P.A.
101,https://www.naukri.com/job-listings-IT-Head-Pradhama-Multi-Specialty-Hospitals-Research-Institute-Limited-Visakhapatnam-5-to-10-years-130517000149?src=jobsearchDesk&sid=14957739477056&xp=1,IT Head,IT Head,Pradhama Multi Specialty Hospitals & Research  Institute Limited,Visakhapatnam,5-10 yrs,IT Infrastructure Information Technology Disaster Recovery...,  Responsible for the management strategy and execution of IT infrastructure. ...,Not disclosed
102,https://www.naukri.com/job-listings-Walkin-Interviews-for-Service-Desk-Analyst-l1-l2-l3-13th-May-2017-Microland-Limited-Chennai-2-to-7-years-040517008340?src=jobsearchDesk&sid=14957739477056&xp=2,Walkin Interviews for Service Desk Analyst(l1/l2/l3)-13th May 2017,Walkin Interviews for Service Desk Analyst(l1/l2/l3)-13th May 2017,Microland Limited,Chennai,2-7 yrs,service desk it helpdesk helpdesk it service desk service desk analyst...,Please find the details of Walk-In interviews for Service Desk analyst(L1/L2) and Shift Lead(L3) roles. ...,400000 - 900000 P.A.
